wf_name,num_nodes,max_indeg,deadline_const,rel_const,sota,bcpswa,random,sb_lft,sb_dd,dynamic,ilp
CyberShake_100.txt,102,48,14.8568,0.95,17263.5,51551.8,35508.5,26296.3,17080.9,14066.7,16739.528987889138
CyberShake_50.txt,52,23,17.0987,0.95,13056.4,30493.5,20770.8,18132.2,13052.4,7695.81,12487.729609559867
Epigenomics_100.txt,102,24,1944.11,0.95,5274420.0,9298000.0,8313310.0,5247560.0,5247560.0,4044280.0,5187397.874705454
Epigenomics_24.txt,26,5,363.207,0.95,261899.0,408433.0,296405.0,240796.0,240796.0,144019.0,236621.18191222553
Epigenomics_46.txt,49,5,502.942,0.95,527063.0,954273.0,862861.0,508394.0,552057.0,290978.0,484305.9441734075
Inspiral_100.txt,102,11,86.7341,0.95,268668.0,484583.0,344261.0,304179.0,479110.0,176261.0,243755.13052110455
Inspiral_1000.txt,1002,40,91.9813,0.95,3165350.0,5248340.0,5195190.0,3824150.0,5214390.0,2620250.0,
Inspiral_30.txt,32,7,86.8915,0.95,88599.4,152517.0,103337.0,88886.9,87410.8,49415.6,83551.98279538643
Inspiral_50.txt,52,12,91.8128,0.95,151713.0,271102.0,174479.0,157136.0,149503.0,79840.2,144496.03040398908
Montage_100.txt,102,62,4.60235,0.95,12987.1,24877.8,21702.2,20304.7,12987.1,6547.45,11911.778040449657
Montage_1000.txt,1002,662,23.9788,0.95,89309.0,262268.0,104762.0,256747.0,89858.7,125091.0,62528.16484467838
Montage_25.txt,27,9,3.0268,0.95,3591.55,5249.43,5199.87,4167.31,3573.43,1592.3,3290.7897981543415
Montage_50.txt,52,28,3.62878,0.95,6693.87,11723.7,11471.9,9838.53,6693.87,2946.11,6402.153511693265
Sipht_100.txt,99,23,291.224,0.95,257821.0,400587.0,351818.0,238177.0,260781.0,122392.0,222926.63859317388
Sipht_1000.txt,970,32,345.903,0.95,2256860.0,4003120.0,3995910.0,2151060.0,2708430.0,1206470.0,
Sipht_30.txt,31,17,286.926,0.95,80995.8,127841.0,103631.0,78222.7,84286.9,36308.9,77050.9039604328
Sipht_60.txt,60,18,301.946,0.95,188861.0,268958.0,243152.0,155023.0,176207.0,89782.0,147647.94402713946
avianflu_large.txt,2004,2000,140.57,0.95,82985000.0,138754000.0,138754000.0,138754000.0,138754000.0,52542600.0,157448583.69541588
avianflu_medium.txt,1004,1000,140.57,0.95,41496600.0,55776900.0,55776900.0,55776900.0,55776900.0,24806000.0,77468606.20104724
avianflu_small.txt,104,100,140.57,0.95,4157130.0,4157130.0,4098800.0,4098800.0,4098800.0,2570720.0,4060256.568294306
cadsr.txt,6,2,1.30157,0.95,357.099,460.982,378.182,366.882,357.099,293.626,325.6719507559476
floodplain.txt,9,2,7614.19,0.95,2426640.0,3692460.0,2949620.0,2467420.0,2398860.0,1006120.0,2286719.5635790494
gene2life.txt,10,2,35.1424,0.95,18785.2,24893.0,20442.2,18065.8,18770.5,9685.24,17398.92903414413
glimmer.txt,6,1,6.3777,0.95,1749.78,2258.81,1791.34,1791.34,1749.78,1179.88,1688.6421690977277
leadadas.txt,8,3,324.482,0.95,115998.0,123912.0,113757.0,97231.1,109256.0,66562.0,88581.82978838518
leaddm..txt,5,1,14.9681,0.95,4106.64,5301.29,3980.58,3960.61,4106.64,2430.59,3729.9356327404676
leaddm.txt,5,1,14.9681,0.95,4106.64,5301.29,3980.58,3960.61,4106.64,2395.56,3729.9356327404676
leadmm..txt,8,3,324.482,0.95,113209.0,120408.0,91003.4,93439.7,89649.8,78263.7,87076.695209027
leadmm.txt,8,3,324.482,0.95,113209.0,120408.0,91003.4,93439.7,89649.8,62492.2,87076.695209027
mcstas.txt,5,1,290276.0,0.95,101030000.0,205616000.0,205616000.0,205616000.0,205616000.0,79820100.0,199570461.7545057
mememast.txt,4,1,7.80942,0.95,2142.59,2765.89,2142.59,2142.32,2142.59,1273.21,2006.7242186045255
molsci.txt,7,2,66.3801,0.95,26400.9,30424.8,22739.0,22751.0,25030.6,17048.0,19781.777279199225
motif_large.txt,505,500,591.564,0.95,34256000.0,97501700.0,97501700.0,97501700.0,97501700.0,35486500.0,60238913.6349735
motif_medium.txt,140,135,591.564,0.95,9310580.0,16887800.0,16843600.0,11218700.0,11218700.0,6784620.0,10348079.560931198
motif_small.txt,15,10,591.564,0.95,767629.0,1329700.0,767629.0,767629.0,767629.0,515651.0,767381.8851289864
psload_large.txt,5086,1000,3.25393,0.95,1395080.0,2362530.0,1631740.0,1395080.0,1395080.0,815193.0,1396106.1843227036
psload_medium.txt,491,100,3.25393,0.95,132008.0,222424.0,156523.0,132008.0,132008.0,79997.6,131695.03390345315
psload_small.txt,6,1,3.25393,0.95,866.754,1152.45,1036.08,834.454,866.754,330.188,806.1211335641284
psmerge_medium.txt,843,195,960.559,0.95,206686000.0,386339000.0,386339000.0,386339000.0,386339000.0,131192000.0,
psmerge_small.txt,82,77,960.559,0.95,19213400.0,19258900.0,19180600.0,19180600.0,19186500.0,9917650.0,19175688.334441297
scoop_large..txt,103,100,58.6358,0.95,1962550.0,2074440.0,2009170.0,2009170.0,2009170.0,1150440.0,1974837.8207961812
scoop_large.txt,103,100,58.6358,0.95,1962550.0,2074440.0,2009170.0,2009170.0,2009170.0,1218320.0,1974837.8207961812
scoop_medium.txt,53,50,58.6358,0.95,803474.0,1037230.0,970645.0,970645.0,970645.0,618101.0,954676.0852345135
scoop_small.txt,8,5,58.6358,0.95,80348.4,103744.0,80348.1,80348.1,80348.1,42029.4,80348.06277394627
